movieNm,audiAcc,openDt,movieCd,movieNmEn,prdtYear,typeNm,nations,genres,directors,actors,watchGradeNm,distributors,search_4w_before,search_2w_before,search_1w_before,search_opening,search_1w_after,max_search,avg_search,search_volatility,search_growth_rate,director_power,actor_power,ticket_power,genre_애니메이션,genre_어드벤처,genre_사극,genre_SF,genre_멜로/로맨스,genre_다큐멘터리,genre_뮤지컬,genre_판타지,genre_공연,genre_전쟁,genre_공포(호러),genre_서부극(웨스턴),genre_드라마,genre_액션,genre_범죄,genre_기타,genre_스릴러,genre_성인물(에로),genre_코미디,genre_미스터리,genre_가족,genre_Unknown,release_month,release_quarter,release_year,release_dayofweek,is_weekend,season,season_fall,season_spring,season_summer_peak,season_winter_peak,distributor_freq,distributor_target,watchGrade_encoded
더 와일드: 야수들의 전쟁,40621,2023-11-15,20217425,THE WILD,2023.0,장편,한국,"액션,범죄",김봉한,"박성웅,오대환,오달수,주석태,서지혜",청소년관람불가,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹,(주)아센디오",5.0,9.8,18.4,21.7,11.4,21.7,12.450000000000001,6.340268133131279,2.6799999999999997,534270.0,343533.4,419828.04000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.0,4.0,2023.0,2.0,0,fall,True,False,False,False,1.0,40621.0,13
더 웨일,26580,2023-03-01,20230523,The Whale,2022.0,장편,미국,드라마,대런 아로노프스키,브렌든 프레이저,15세이상관람가,(주)스튜디오디에이치엘,5.0,11.4,18.0,21.0,13.7,21.0,13.25,5.699736836030239,2.6,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,1.0,2023.0,2.0,0,fall,True,False,False,False,14.0,35251.78571428572,4
더 컨트랙터,11102,2022-04-28,20224333,The Contractor,2022.0,장편,미국,"액션,스릴러",타릭 살레,"크리스 파인,벤 포스터,키퍼 서덜랜드,길리언 제이콥스",15세이상관람가,(주)제이앤씨미디어그룹,5.0,7.9,12.9,14.6,8.7,14.6,9.333333333333334,3.6773178631533425,1.58,28339.5,548695.0,340552.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.0,2.0,2022.0,3.0,0,spring,False,True,False,False,20.0,16696.45,4
더 킬러,10048,2023-10-25,20235173,The Killer,2023.0,장편,미국,스릴러,데이빗 핀처,"마이클 패스벤더,틸다 스윈튼",15세이상관람가,씨제이 씨지브이(CJ CGV)(주),5.5,9.8,14.1,13.9,9.8,14.1,10.116666666666667,3.4067090669246567,1.5636363636363635,1246.0,28339.5,17502.100000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.0,4.0,2023.0,2.0,0,fall,True,False,False,False,27.0,89344.11111111111,4
더 킬러: 죽어도 되는 아이,59996,2022-07-13,20225186,THE KILLER _ A GIRL WHO DESERVES TO DIE,2022.0,장편,한국,액션,최재훈,"장혁,이승준,이서영,브루스 칸,방은정",청소년관람불가,"(주)아이에이치큐,(주)영화사 륙,(주)씨네필운",5.2,11.7,18.2,21.3,13.9,21.3,13.049999999999999,6.070502450374269,2.5,119577.5,216653.0,177822.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,3.0,2022.0,2.0,0,summer_peak,False,False,True,False,1.0,59996.0,13
더 터닝 ,13285,2020-04-02,20205841,Everything Everywhere All At Once,2021.0,장편,한국,드라마,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,2.0,2020.0,3.0,0,spring,False,True,False,False,14.0,70139.0,7
더 파더,30226,2021-04-07,20200065,The Father,2020.0,장편,영국,드라마,플로리안 젤러,"안소니 홉킨스,올리비아 콜맨,마크 게티스,올리비아 윌리엄스,이모겐 푸츠",12세이상관람가,판씨네마(주),6.0,11.9,19.4,22.2,17.5,22.2,14.549999999999999,6.147113143582115,2.233333333333333,28339.5,2740.0,12979.800000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,2.0,2021.0,2.0,0,spring,False,True,False,False,21.0,417821.6666666667,1
더 퍼스트 슬램덩크,4865289,2023-01-04,20228555,The First Slam Dunk,2022.0,장편,일본,애니메이션,이노우에 다케히코,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",12세이상관람가,(주)넥스트엔터테인먼트월드(NEW),21.6,50.7,78.9,86.5,51.3,86.5,54.199999999999996,24.741867350707384,2.6527777777777777,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2023.0,2.0,0,winter_peak,False,False,False,True,48.0,729959.3541666666,1
더 프롬,24015,2020-12-02,20200554,The Prom,2020.0,장편,미국,"코미디,뮤지컬",라이언 머피,"메릴 스트립,제임스 코든,니콜 키드먼,앤드류 라넬스,아리아나 데보스",12세이상관람가,메가박스중앙(주) 플러스엠 엔터테인먼트,7.0,10.2,14.6,22.3,11.7,22.3,12.433333333333335,5.482578468810699,1.0857142857142856,28339.5,28339.5,28339.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.0,4.0,2020.0,2.0,0,winter_peak,False,False,False,True,20.0,1334466.95,1
더 프린세스 : 도둑맞은 공주,53931,2020-08-12,20188362,The Stolen Princess,2018.0,장편,우크라이나,"애니메이션,판타지",올레말라므,"사문영,남도형,서반석,홍진욱,이창민",전체관람가,(주)팝엔터테인먼트,6.8,12.7,21.5,22.2,13.7,22.2,13.933333333333335,6.787832250922724,2.161764705882353,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,3.0,2020.0,2.0,0,summer_peak,False,False,True,False,27.0,21195.37037037037,11
더 플랫폼,62950,2020-05-13,20208282,The Platform,2019.0,장편,스페인,"SF,스릴러",오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",청소년관람불가,(주)홈초이스,5.8,11.2,12.8,17.6,10.7,17.6,11.1,4.003998001997504,1.2068965517241381,28339.5,28339.5,28339.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,2.0,2020.0,2.0,0,spring,False,True,False,False,7.0,51908.142857142855,13
더 하더 데이 폴,4264,2021-10-20,20211102,The Harder They Fall,2021.0,장편,미국,"액션,어드벤처",오윤동,"재지 비츠,이드리스 엘바,레지나 킹,딜로이 린도",청소년관람불가,씨제이 씨지브이(CJ CGV)(주),5.0,12.0,17.2,20.4,10.8,20.4,12.616666666666667,5.452491785107672,2.44,28339.5,5274455.0,3176008.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0,4.0,2021.0,2.0,0,fall,True,False,False,False,27.0,89344.11111111111,13
더블패티,15271,2021-02-17,20200311,Everything Everywhere All At Once,2020.0,장편,한국,드라마,백승환,"신승호,배주현,신지연,송지인,이병수",15세이상관람가,"(주)케이티알파,판씨네마(주)",5.0,8.9,11.7,17.2,8.8,17.2,9.533333333333333,4.481815108487483,1.3399999999999999,1818.0,28339.5,17730.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1.0,2021.0,2.0,0,winter_peak,False,False,False,True,2.0,11359.0,4
던전 앤 드래곤: 도적들의 명예,292065,2023-03-29,20226410,Dungeons & Dragons: Honor Among Thieves,2023.0,장편,미국,"액션,어드벤처,판타지",오윤동,"크리스 파인,미셸 로드리게즈,레게-장 페이지,저스티스 스미스,소피아 릴리스",12세이상관람가,롯데컬처웍스(주)롯데엔터테인먼트,8.8,15.0,21.4,25.4,17.4,25.4,16.46666666666667,6.293700554257936,1.4318181818181814,28339.5,279898.5,179274.9,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,1.0,2023.0,2.0,0,fall,True,False,False,False,45.0,1070198.6666666667,1
덤 머니,30358,2024-01-17,20235854,Dumb Money,2023.0,장편,미국,"코미디,드라마",크레이그 질레스피,"폴 다노,세스 로건,아메리카 페레라,쉐일린 우들리",15세이상관람가,"그린나래미디어(주),(주)플레이그램",5.0,7.9,9.9,13.1,7.9,13.1,8.133333333333333,3.083288287959247,0.9800000000000001,1978688.0,485573.0,1082819.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,1.0,2024.0,2.0,0,winter_peak,False,False,False,True,1.0,30358.0,4
덩케르크,2809062,2017-07-20,20164621,Dunkirk,2017.0,장편,"미국,영국","액션,드라마,스릴러,전쟁",크리스토퍼 놀란,"톰 하디,마크 라이런스,케네스 브래너,킬리언 머피,제임스 다시",12세이상관람가,워너브러더스 코리아(주),22.4,40.8,74.5,81.0,59.2,81.0,52.0,23.3285233137462,2.325892857142857,4667241.166666667,3489468.0,3960577.2666666666,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,7.0,3.0,2017.0,3.0,0,summer_peak,False,False,True,False,55.0,1344704.5272727273,1
데드맨,236304,2024-02-07,20211477,Dead Man,2023.0,장편,한국,범죄,하준원,"조진웅,김희애,이수경,조은성,권영주",15세이상관람가,메가박스중앙(주) 플러스엠 엔터테인먼트,8.7,16.7,22.9,27.0,21.6,27.0,17.849999999999998,7.305545838607817,1.632183908045977,28339.5,329290.2,208909.91999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,1.0,2024.0,2.0,0,winter_peak,False,False,False,True,20.0,1334466.95,4
데시벨,895908,2022-11-16,20217905,Decibel,2021.0,장편,한국,액션,황인호,"김래원,정상훈,이종석,박병은,신윤주",12세이상관람가,(주)마인드마크,22.4,29.2,47.2,57.2,34.8,57.2,34.75,15.05347136045371,1.1071428571428574,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0,4.0,2022.0,2.0,0,fall,True,False,False,False,5.0,1023258.6,1
도굴,1544146,2020-11-04,20192193,Collectors,2020.0,장편,한국,범죄,박정배,"이제훈,조우진,신혜선,임원희",12세이상관람가,(주)씨제이이엔엠,18.6,47.5,61.8,92.6,57.9,92.6,52.0,25.5091356184407,2.32258064516129,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.0,4.0,2020.0,2.0,0,fall,True,False,False,False,46.0,1145749.5869565217,1
도그데이즈,358519,2024-02-07,20212668,Dog Days,2023.0,장편,한국,드라마,김덕민,"윤여정,유해진,김윤진,정성화,김서형",12세이상관람가,(주)씨제이이엔엠,6.8,14.7,21.1,24.8,15.9,24.8,15.66666666666667,6.59110511725209,2.1029411764705883,28339.5,590763.3333333334,365793.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1.0,2024.0,2.0,0,winter_peak,False,False,False,True,46.0,1145749.5869565217,1
도그맨,42215,2024-01-24,20236464,DOGMAN,2023.0,장편,프랑스,드라마,뤽 베송,"케일럽 랜드리 존스,조조 T. 깁스",15세이상관람가,(주)레드아이스 엔터테인먼트,5.0,7.4,11.6,12.1,7.4,12.1,8.083333333333334,3.112822941747035,1.3199999999999998,7646.0,22584.5,16609.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,2024.0,2.0,0,winter_peak,False,False,False,True,2.0,979451.5,4
도라에몽: 스탠바이미 2,81299,2021-05-19,20217478,Stand by Me Doraemon 2,2020.0,장편,일본,애니메이션,야기 류이치,"윤아영,김정아,김혜성,최낙윤,이현주",전체관람가,(주)스마일이엔티,5.0,9.3,14.0,16.9,12.6,16.9,10.633333333333333,4.678746270815148,1.8,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,2021.0,2.0,0,spring,False,True,False,False,11.0,128827.18181818182,11
도망친 여자,5580,2020-09-17,20205001,The Woman Who Ran,2019.0,장편,한국,드라마,홍상수,"김민희,서영화,송선미,김새벽,권해효",청소년관람불가,"(주)영화제작전원사 ,(주)콘텐츠판다",5.0,8.3,12.5,14.8,9.0,14.8,9.1,3.957777153908492,1.5,28339.5,27689.0,27949.199999999997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,3.0,2020.0,3.0,0,fall,True,False,False,False,4.0,3642.5,13
도어맨,4971,2022-03-16,20223397,The Doorman,2020.0,장편,미국,액션,기타무라 류헤이,"루비 로즈,장 르노",15세이상관람가,(주)블루라벨픽쳐스,5.4,10.5,18.8,19.1,11.9,19.1,12.066666666666668,5.840091323486874,2.4814814814814814,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,1.0,2022.0,2.0,0,fall,True,False,False,False,2.0,48797.0,4
도쿄 리벤저스,8841,2022-01-19,20211238,Tokyo Revengers,2020.0,장편,일본,"드라마,액션",하나부사 츠토무,"키타무라 타쿠미,요시자와 료,야마다 유키,마미야 쇼타로",15세이상관람가,(주)넥스트엔터테인먼트월드(NEW),6.2,13.7,23.2,27.2,18.7,27.2,16.633333333333333,7.8807783033572685,2.7419354838709675,28339.5,8098.666666666667,16195.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.0,1.0,2022.0,2.0,0,winter_peak,False,False,False,True,48.0,729959.3541666666,4
도티와 영원의 탑,56177,2023-12-27,20235290,Dotty and the Tower of Eternity,2023.0,장편,한국,애니메이션,"박인한,양희성,배완","나희선,최예린,이민호,이민형,차재원",전체관람가,(주)넥스트엔터테인먼트월드(NEW),5.0,9.3,10.3,12.2,8.7,12.2,8.466666666666667,2.831725033732383,1.06,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,4.0,2023.0,2.0,0,winter_peak,False,False,False,True,48.0,729959.3541666666,11
돈 룩 업,69789,2021-12-08,20212015,Don’t Look Up,2021.0,장편,미국,"코미디,드라마,SF",아담 맥케이,"레오나르도 디카프리오,제니퍼 로렌스,조나 힐,마크 라이런스,타일러 페리",15세이상관람가,씨제이 씨지브이(CJ CGV)(주),5.0,6.6,9.8,13.5,6.6,13.5,7.816666666666666,3.254791339958165,0.9600000000000002,28339.5,1729499.5,1049035.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12.0,4.0,2021.0,2.0,0,winter_peak,False,False,False,True,27.0,89344.11111111111,4
돌멩이,14680,2020-10-15,20181162,Stone Skipping,2018.0,장편,한국,드라마,김정식,"김대명,송윤아,김의성,전채은,이중옥",12세이상관람가,(주)리틀빅픽쳐스,5.0,6.3,10.8,12.8,9.8,12.8,8.316666666666668,3.2633827030654357,1.1600000000000001,28339.5,534270.0,331897.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0,4.0,2020.0,3.0,0,fall,True,False,False,False,14.0,45159.78571428572,1
돌핀,1363,2024-03-13,20232134,Dolphin,2023.0,장편,한국,드라마,배두리,"권유리,길해연,현우석,박미현,심희섭",12세이상관람가,(주)마노엔터테인먼트,6.3,11.5,16.4,22.9,13.0,22.9,12.766666666666666,6.302909381124455,1.6031746031746028,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,1.0,2024.0,2.0,0,fall,True,False,False,False,1.0,1363.0,1
동감,482309,2022-11-16,20224598,Ditto,2022.0,장편,한국,멜로/로맨스,서은영,"여진구,조이현,김혜윤,나인우,배인혁",12세이상관람가,씨제이 씨지브이(CJ CGV)(주),8.2,14.5,17.4,22.4,14.0,22.4,14.216666666666667,5.343563105893544,1.1219512195121952,31374.0,28339.5,29553.300000000003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,4.0,2022.0,2.0,0,fall,True,False,False,False,27.0,89344.11111111111,1
동백,13415,2021-10-21,20217167,Dongbaek,2020.0,장편,한국,"드라마,가족,전쟁",신준영,"박근형,신복숙,정선일,서준영,주아름",12세이상관람가,시네마 뉴원,5.0,7.7,9.6,14.6,8.0,14.6,8.316666666666666,3.5667445474363126,0.9199999999999999,28339.5,21796.0,24413.4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,10.0,4.0,2021.0,3.0,0,fall,True,False,False,False,1.0,13415.0,1
두 사람을 위한 식탁,5400,2023-10-25,20227676,A Table for Two,2022.0,장편,한국,다큐멘터리,김보람,"박채영,박상옥",12세이상관람가,필름다빈,5.9,9.1,14.1,17.7,9.3,17.7,10.533333333333333,4.492512288983377,1.3898305084745761,28339.5,28339.5,28339.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,4.0,2023.0,2.0,0,fall,True,False,False,False,3.0,6692.0,1
두다다쿵: 후후섬의 비밀,104055,2023-02-15,20210684,Duda & Dada: The Secret of Hoohoo Island,2022.0,장편,한국,애니메이션,"최병선,김지윤","하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",전체관람가,(주)넥스트엔터테인먼트월드(NEW),7.7,15.5,28.5,38.8,20.4,38.8,20.133333333333336,11.826185634711925,2.7012987012987013,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,2023.0,2.0,0,winter_peak,False,False,False,True,48.0,729959.3541666666,11
뒤틀린 집,30207,2022-07-13,20225180,Contorted,2022.0,장편,한국,"공포(호러),드라마,스릴러",강동헌,"서영희,김민재,도영서,조수향,박혁권",15세이상관람가,(주)스튜디오디에이치엘,7.8,13.5,19.5,24.1,15.2,24.1,15.216666666666667,5.854029950954016,1.5,28339.5,126270.5,87098.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7.0,3.0,2022.0,2.0,0,summer_peak,False,False,True,False,14.0,35251.78571428572,4
듄,1656287,2021-10-20,20210087,DUNE,2021.0,장편,미국,SF,드니 빌뇌브,"티모시 샬라메,레베카 퍼거슨,오스카 아이삭,조슈 브롤린,제이슨 모모아",12세이상관람가,워너브러더스 코리아(주),15.0,39.5,47.0,63.1,43.0,63.1,37.78333333333333,18.023253498374444,2.1333333333333333,28339.5,152944.5,103102.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,4.0,2021.0,2.0,0,fall,True,False,False,False,55.0,1344704.5272727273,1
듄: 드리프터,2322,2021-04-28,20217406,Dune Drifter,2020.0,장편,영국,"SF,액션",오윤동,마커스 셰이크셰프,12세이상관람가,㈜스토리제이,5.0,14.2,22.5,22.8,15.0,22.8,14.533333333333333,7.344567153118464,3.5,28339.5,28339.5,28339.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,2.0,2021.0,2.0,0,spring,False,True,False,False,2.0,2418.5,1
듄: 파트2,2010321,2024-02-28,20236295,Dune: Part Two,2024.0,장편,미국,액션,드니 빌뇌브,"티모시 샬라메,젠데이아 콜먼,레베카 퍼거슨,조슈 브롤린,오스틴 버틀러",12세이상관람가,워너브러더스 코리아(주),32.7,52.8,68.1,84.3,56.0,84.3,56.06666666666666,18.344772189009777,1.0825688073394493,1656287.0,1104538.2,1325237.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1.0,2024.0,2.0,0,winter_peak,False,False,False,True,55.0,1344704.5272727273,1
드라이,4414,2022-03-30,20223980,The Dry,2020.0,장편,호주,"미스터리,스릴러",로버트 코놀리,"에릭 바나,제네비에브 오렐리,케어 오도넬,존 폴슨",15세이상관람가,(주)영화사 진진,6.8,15.8,21.8,23.8,15.7,23.8,15.85,6.358537567711621,2.2058823529411766,28339.5,5173.0,14439.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,1.0,2022.0,2.0,0,fall,True,False,False,False,17.0,9102.823529411764,4
드라이브,69277,2011-11-17,20112692,Drive,2011.0,장편,미국,"액션,멜로/로맨스",니콜라스 윈딩 레픈,"라이언 고슬링,캐리 멀리건",청소년관람불가,"주식회사 풍경소리,판씨네마(주)",5.0,7.0,11.2,13.7,7.6,13.7,7.658333333333334,3.002864793775599,1.2399999999999998,28339.5,643631.0,397514.39999999997,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0,4.0,2011.0,3.0,0,fall,True,False,False,False,1.0,69277.0,13
드라이브 마이 카,55107,2021-12-23,20218415,Drive My Car,2021.0,장편,일본,드라마,하마구치 류스케,"니시지마 히데토시,미우라 토코,오카다 마사키,기리시마 레이카,박유림",15세이상관람가,(주)트리플픽쳐스,5.0,5.6,9.5,11.1,6.7,11.1,7.150000000000001,2.568073207679251,0.9,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,4.0,2021.0,3.0,0,winter_peak,False,False,False,True,15.0,18078.6,4
드래곤볼 슈퍼: 슈퍼 히어로,14940,2022-09-14,20225057,Dragon Ball Super: Super Hero,2022.0,장편,일본,"애니메이션,액션,어드벤처",코다마 테츠로,"노자와 마사코,후루카와 토시오,호리카와 료,타나카 마유미",12세이상관람가,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,5.9,12.4,14.4,18.0,12.9,18.0,11.866666666666667,4.454061816664276,1.4406779661016949,28339.5,28339.5,28339.5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,3.0,2022.0,2.0,0,fall,True,False,False,False,29.0,539643.9310344828,1
드림,1121631,2023-04-26,20198482,Dream,2023.0,장편,한국,"코미디,드라마",이병헌,"박서준,이지은,김종수,고창석,정승길",12세이상관람가,메가박스중앙(주) 플러스엠 엔터테인먼트,21.8,37.7,52.0,75.5,42.5,75.5,43.53333333333333,18.660189352379753,1.385321100917431,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.0,2.0,2023.0,2.0,0,spring,False,True,False,False,20.0,1334466.95,1
드림 시나리오,24283,2024-05-29,20248879,Dream Scenario,2023.0,장편,미국,"코미디,드라마",크리스토퍼 보글리,"니콜라스 케이지,줄리안 니콜슨,마이클 세라",15세이상관람가,"주식회사 올랄라스토리,메가박스중앙(주)",5.0,8.9,13.3,16.5,9.9,16.5,10.033333333333333,4.2641138196191095,1.6600000000000001,28339.5,93468.0,67416.59999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0,2.0,2024.0,2.0,0,spring,False,True,False,False,1.0,24283.0,4
드림걸즈,721935,2007-02-22,20060423,Dreamgirls,2006.0,장편,미국,"드라마,뮤지컬",빌 콘돈,"제이미 폭스,비욘세 놀즈,에디 머피,제니퍼 허드슨,대니 글로버",15세이상관람가,"(주)영화사오원,씨제이엔터테인먼트",26.8,43.2,52.3,74.3,42.9,74.3,44.4,17.75454871293551,0.9514925373134326,28339.5,28339.5,28339.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1.0,2007.0,3.0,0,winter_peak,False,False,False,True,1.0,721935.0,4
드림빌더,15930,2021-02-10,20203009,Dreambuilders,2019.0,장편,기타,"애니메이션,어드벤처,가족,판타지",오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",전체관람가,(주)트리플픽쳐스,5.2,7.5,10.7,12.7,8.0,12.7,8.283333333333333,2.9239813040897964,1.0576923076923075,28339.5,28339.5,28339.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,1.0,2021.0,2.0,0,winter_peak,False,False,False,True,15.0,18078.6,11
드림쏭2,6850,2023-10-03,20233763,Rock Dog 2: Rock Around the Park,2021.0,장편,미국,애니메이션,마크 밸도,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",전체관람가,주식회사 원더스튜디오,5.9,18.5,27.6,33.8,20.7,33.8,19.26666666666667,10.633281086601006,3.6779661016949157,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,4.0,2023.0,1.0,0,fall,True,False,False,False,3.0,3142.6666666666665,11
드림팰리스,3429,2023-05-31,20219997,Dream Palace,2022.0,장편,한국,드라마,가성문,"김선영,이윤지,최민영,김용준,이대연",12세이상관람가,㈜인디스토리,6.5,10.0,16.2,17.2,11.0,17.2,11.15,4.7242988897824825,1.4923076923076921,28339.5,156124.0,105010.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,2.0,2023.0,2.0,0,spring,False,True,False,False,6.0,4322.666666666667,1
듣보인간의 생존신고,6156,2023-09-06,20211540,Notes from the Unknown,2021.0,장편,한국,다큐멘터리,"김아현,권하정","권하정,김아현",전체관람가,(주)시네마달,6.0,14.0,18.7,25.5,17.8,25.5,14.833333333333334,7.451353344639259,2.1166666666666667,28339.5,28339.5,28339.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,3.0,2023.0,2.0,0,fall,True,False,False,False,5.0,7076.2,11
디바,108122,2020-09-23,20190601,Diva,2020.0,장편,한국,"스릴러,미스터리",조슬예,"신민아,이유영,이규형,주석태,오하늬",15세이상관람가,메가박스중앙(주) 플러스엠 엔터테인먼트,5.3,14.6,21.4,26.6,18.2,26.6,15.966666666666667,7.778088882666915,3.0377358490566033,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9.0,3.0,2020.0,2.0,0,fall,True,False,False,False,20.0,1334466.95,4
디어 에반 핸슨,105742,2021-11-17,20210244,Dear Evan Hansen,2021.0,장편,미국,"뮤지컬,드라마",스티븐 크보스키,"벤 플랫,줄리안 무어,에이미 아담스,케이틀린 디버,아만들라 스텐버그",12세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),9.9,24.1,47.8,58.3,32.7,58.3,31.766666666666662,18.406267048662166,3.828282828282828,28339.5,28339.5,28339.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0,4.0,2021.0,2.0,0,fall,True,False,False,False,66.0,676705.0454545454,1
땅에 쓰는 시,7417,2024-04-17,20233271,Poetry on Land,2024.0,장편,한국,다큐멘터리,정다운,정영선,전체관람가,(주)영화사 진진,5.0,5.8,8.9,10.6,6.0,10.6,6.883333333333334,2.32070391620014,0.78,28339.5,28339.5,28339.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,2024.0,2.0,0,spring,False,True,False,False,17.0,9102.823529411764,11
