movieNm,audiAcc,openDt,movieCd,movieNmEn,prdtYear,typeNm,nations,genres,directors,actors,watchGradeNm,distributors,search_4w_before,search_2w_before,search_1w_before,search_opening,search_1w_after,max_search,avg_search,search_volatility,search_growth_rate,director_power,actor_power,ticket_power,genre_애니메이션,genre_어드벤처,genre_사극,genre_SF,genre_멜로/로맨스,genre_다큐멘터리,genre_뮤지컬,genre_판타지,genre_공연,genre_전쟁,genre_공포(호러),genre_서부극(웨스턴),genre_드라마,genre_액션,genre_범죄,genre_기타,genre_스릴러,genre_성인물(에로),genre_코미디,genre_미스터리,genre_가족,genre_Unknown,release_month,release_quarter,release_year,release_dayofweek,is_weekend,season,season_fall,season_spring,season_summer_peak,season_winter_peak,distributor_freq,distributor_target,watchGrade_encoded
#살아있다,1903703,2020-06-24,20193069,#ALIVE,2019.0,장편,한국,드라마,조일형,"유아인,박신혜,전배수,김학선,김현우",15세이상관람가,롯데컬처웍스(주)롯데엔터테인먼트,20.9,41.4,55.8,66.3,49.9,66.3,43.04999999999999,17.923699394935184,1.6698564593301435,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,2.0,2020.0,2.0,0,spring,False,True,False,False,45.0,1070198.6666666667,4
#아이엠히어,14393,2021-01-14,20197277,#iamhere,2019.0,장편,프랑스,"멜로/로맨스,코미디",에릭 라티고,"알랭 샤바,배두나,이명자,선종남,김자금",12세이상관람가,(주)넥스트엔터테인먼트월드(NEW),7.1,13.9,20.8,25.9,16.0,25.9,15.166666666666666,7.432271972059867,1.9295774647887327,28339.5,28339.5,28339.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,2021.0,3.0,0,winter_peak,False,False,False,True,48.0,729959.3541666666,1
007 노 타임 투 다이,1222296,2021-09-29,20191061,007 No Time To Die,2021.0,장편,미국,액션,캐리 후쿠나가,"다니엘 크레이그,라미 말렉,라샤냐 린치,레아 세이두,벤 위쇼",12세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),17.5,35.6,60.3,73.0,38.9,73.0,41.266666666666666,21.59432024090285,2.4457142857142857,28339.5,798920.0,490687.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,3.0,2021.0,2.0,0,fall,True,False,False,False,66.0,676705.0454545454,1
100% 울프: 푸들이 될 순 없어,14153,2020-12-24,20202128,100% Wolf,2020.0,장편,호주,애니메이션,알렉스 스타더만,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",전체관람가,(주)팝엔터테인먼트,5.0,5.9,9.6,10.9,7.1,10.9,7.25,2.482539022855432,0.9199999999999999,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,4.0,2020.0,3.0,0,winter_peak,False,False,False,True,27.0,21195.37037037037,11
1917,860622,2020-02-19,20192399,1917,2019.0,장편,미국,"드라마,전쟁",샘 멘데스,"조지 맥케이,딘-찰스 채프먼,콜린 퍼스,베네딕트 컴버배치,마크 스트롱",15세이상관람가,(주)스마일이엔티,10.6,23.8,39.7,39.4,23.6,39.7,26.5,11.227822584989488,2.7452830188679247,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1.0,2020.0,2.0,0,winter_peak,False,False,False,True,11.0,128827.18181818182,4
1942: 언노운 배틀,4634,2020-07-29,20200601,Unknown Battle,2019.0,장편,러시아,전쟁,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,(주)제이앤씨미디어그룹,6.2,12.5,16.3,17.2,13.5,17.2,11.966666666666667,4.826454875648033,1.6290322580645162,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,3.0,2020.0,2.0,0,summer_peak,False,False,True,False,20.0,16696.45,4
1947 보스톤,1012420,2023-09-27,20197122,Road to Boston,2020.0,장편,한국,드라마,강제규,"하정우,임시완,배성우,김상호,오희준",12세이상관람가,"롯데컬처웍스(주)롯데엔터테인먼트,(주)콘텐츠지오,주식회사 에이투지엔터테인먼트",26.0,44.2,56.4,68.9,37.5,68.9,42.483333333333334,17.970355218154893,1.169230769230769,2546967.0,2647834.75,2607487.65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,3.0,2023.0,2.0,0,fall,True,False,False,False,1.0,1012420.0,1
1980,36829,2024-03-27,20219375,1980: The unforgettable day,2024.0,장편,한국,드라마,강승용,"강신일,김규리,백성현,한수연,박준혁",12세이상관람가,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",7.7,16.1,22.9,27.3,15.4,27.3,16.683333333333334,7.346405016514313,1.9740259740259738,28339.5,58650.0,46525.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,1.0,2024.0,2.0,0,fall,True,False,False,False,3.0,20776.333333333332,1
1984 최동원,5322,2021-11-11,20201876,"1984, CHOI Dong-won",2020.0,장편,한국,다큐멘터리,조은성,"최동원,조진웅",전체관람가,(주)트리플픽쳐스,5.0,8.2,14.8,16.8,9.3,16.8,9.85,4.957317823178175,1.9600000000000002,28339.5,28339.5,28339.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,4.0,2021.0,3.0,0,fall,True,False,False,False,15.0,18078.6,11
"1초 앞, 1초 뒤",18418,2024-06-19,20240189,"One Second Ahead, One Second Behind",2023.0,장편,일본,"멜로/로맨스,판타지",야마시타 노부히로,"오카다 마사키,키요하라 카야,히이라기 히나타",전체관람가,"(주)빌리언스플러스,(주)블루라벨픽쳐스",7.4,13.1,21.4,24.9,15.3,24.9,15.366666666666667,6.687799837515075,1.8918918918918917,28339.5,55107.0,44400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,2024.0,2.0,0,spring,False,True,False,False,2.0,11331.0,11
2001 스페이스 오디세이,8087,,19688005,2001 : A Space Odyssey,1968.0,장편,"영국,미국","SF,드라마",스탠리 큐브릭,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,워너브러더스 코리아(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28339.5,28339.5,28339.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,2.0,2021.0,2.0,0,fall,True,False,False,False,55.0,1344704.5272727273,7
2020 청주영상위원회 '영화와 함께하는 11월' 관객과의 대화[GV],680,,20202811,Everything Everywhere All At Once,2020.0,옴니버스,한국,"드라마,가족",오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.0,2.0,2021.0,2.0,0,fall,True,False,False,False,14.0,70139.0,7
"2022 영탁 단독 콘서트 ""탁쇼""",36142,2023-06-28,20232220,2022 YOUNGTAK CONCERT : THE MOVIE,2022.0,장편,한국,"공연,다큐멘터리",송승연,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",전체관람가,씨제이 씨지브이(CJ CGV)(주),5.0,5.1,8.6,11.9,8.2,11.9,7.366666666666667,2.7339836624725224,0.72,28339.5,28339.5,28339.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,2023.0,2.0,0,spring,False,True,False,False,27.0,89344.11111111111,11
2023 영탁 단독 콘서트 : 탁쇼2,19317,2024-07-18,20241984,2023 YOUNGTAK CONCERT : TAK SHOW2,2024.0,장편,한국,공연,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",전체관람가,씨제이 씨지브이(CJ CGV)(주),5.0,5.2,9.1,10.6,7.7,10.6,7.116666666666667,2.3928365315388067,0.82,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,3.0,2024.0,3.0,0,summer_peak,False,False,True,False,27.0,89344.11111111111,11
21 브릿지: 테러 셧다운 ,125493,2020-01-01,20191408,Everything Everywhere All At Once,2021.0,장편,한국,드라마,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,2020.0,2.0,0,winter_peak,False,False,False,True,14.0,70139.0,7
3000년의 기다림,14982,2023-01-04,20228652,Three Thousand Years of Longing,2022.0,장편,호주,"멜로/로맨스,판타지,드라마",조지 밀러,"틸다 스윈튼,이드리스 엘바",15세이상관람가,(주)디스테이션,5.0,7.1,10.8,12.1,8.4,12.1,8.15,2.8542950092798747,1.1600000000000001,3944729.0,85651.0,1629282.2000000002,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,2023.0,2.0,0,winter_peak,False,False,False,True,37.0,43191.45945945946,4
30일,2163199,2023-10-03,20228819,Love Reset,2022.0,장편,한국,코미디,남대중,"강하늘,정소민,조민수,김선영,황세인",12세이상관람가,(주)마인드마크,16.4,47.5,79.4,80.8,54.5,80.8,53.550000000000004,24.273998434538964,3.841463414634147,28339.5,654880.3333333334,404264.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0,4.0,2023.0,1.0,0,fall,True,False,False,False,5.0,1023258.6,1
355,46795,2022-02-09,20212836,The 355,2021.0,장편,미국,액션,사이먼 킨버그,"제시카 차스테인,다이앤 크루거,페넬로페 크루즈,루피타 뇽오,판빙빙",15세이상관람가,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",5.0,5.8,10.3,10.4,6.4,10.4,7.1499999999999995,2.5343638254994096,1.06,28339.5,5183520.0,3121447.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1.0,2022.0,2.0,0,winter_peak,False,False,False,True,5.0,74903.8,4
3일의 휴가,496721,2023-12-06,20190324,Our Season,2020.0,장편,한국,"판타지,드라마",육상효,"김해숙,신민아,강기영,황보라,박명훈",12세이상관람가,(주)쇼박스,13.2,27.4,44.6,51.3,34.0,51.3,31.766666666666666,14.49919537997425,2.378787878787879,28339.5,27689.0,27949.199999999997,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,4.0,2023.0,2.0,0,winter_peak,False,False,False,True,14.0,2311051.6428571427,1
500일의 썸머,295712,2010-01-21,20090683,500 Days of Summer,2009.0,장편,미국,"드라마,멜로/로맨스",마크 웹,"조셉 고든 레빗,주이 디샤넬,제프리 아렌드,클로이 모레츠",15세이상관람가,"롯데컬처웍스(주)롯데시네마,(주)스튜디오디에이치엘,(주)팝엔터테인먼트,이십세기폭스코리아(주)",14.3,27.0,39.8,53.3,31.4,53.3,30.516666666666666,14.533191895336229,1.783216783216783,28339.5,28339.5,28339.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,2010.0,3.0,0,winter_peak,False,False,False,True,1.0,295712.0,4
65,4273,2023-04-20,20231004,65,2023.0,장편,미국,액션,"스콧 벡,브라이언 우즈","아담 드라이버,아리아나 그랜블랫",12세이상관람가,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,5.0,7.0,9.5,12.2,9.2,12.2,7.983333333333334,2.840011737064948,0.9,28339.5,180505.25,119638.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,2.0,2023.0,3.0,0,spring,False,True,False,False,29.0,539643.9310344828,1
800,16489,2020-12-10,20202366,The Eight Hundred,2020.0,장편,중국,"전쟁,액션",관후,강무,15세이상관람가,"TCO(주)더콘텐츠온,(주)디스테이션",5.9,13.3,22.0,28.0,14.9,28.0,15.700000000000001,8.059528522190364,2.728813559322034,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12.0,4.0,2020.0,3.0,0,winter_peak,False,False,False,True,1.0,16489.0,4
80일간의 세계일주,18777,2023-09-27,20234174,Around the World,2023.0,장편,프랑스,애니메이션,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",전체관람가,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",10.1,16.3,24.4,32.7,17.2,32.7,18.55,8.671043766467795,1.4158415841584158,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,3.0,2023.0,2.0,0,fall,True,False,False,False,3.0,20776.333333333332,11
BIAF2020 BIAF 클래식,7500,,20209385,BIAF Classics,2020.0,옴니버스,기타,애니메이션,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,2021.0,2.0,0,fall,True,False,False,False,14.0,70139.0,7
BIAF2021 부천국제애니메이션페스티벌 기획상영展,557,,20211927,Everything Everywhere All At Once,2021.0,옴니버스,기타,애니메이션,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,2021.0,2.0,0,fall,True,False,False,False,14.0,70139.0,7
BIAF2021 한국 단편 경쟁 B,4895,,20210853,BIAF2021 Korean Short Film B,2021.0,옴니버스,한국,애니메이션,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28339.5,28339.5,28339.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,2021.0,2.0,0,fall,True,False,False,False,14.0,70139.0,7
BIFAN2020 판타스틱 단편 걸작선 1,20000,,20201421,Fantastic Short Films 1,2020.0,옴니버스,기타,기타,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,2.0,2021.0,2.0,0,fall,True,False,False,False,14.0,70139.0,7
BIFAN2021 판타스틱 단편 걸작선 1,20000,,20218827,BIFAN2021 Fantastic Short Films 1,2021.0,옴니버스,기타,기타,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,2.0,2021.0,2.0,0,fall,True,False,False,False,14.0,70139.0,7
BIFAN2022 부천 초이스: 단편 1,8406,,20225994,Bucheon Choice: Shorts 1,2022.0,옴니버스,기타,기타,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,2.0,2021.0,2.0,0,fall,True,False,False,False,14.0,70139.0,7
BIFAN2022 부천 초이스: 단편 2,4730,,20225979,Bucheon Choice: Shorts 2,2022.0,옴니버스,기타,기타,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,2.0,2021.0,2.0,0,fall,True,False,False,False,14.0,70139.0,7
BIFAN2022 엑스라지 3,2053,,20225996,XL 3,2022.0,옴니버스,기타,기타,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,2.0,2021.0,2.0,0,fall,True,False,False,False,14.0,70139.0,7
BIFAN2022 엑스라지 4,2254,,20225987,XL 4,2022.0,옴니버스,기타,기타,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,2.0,2021.0,2.0,0,fall,True,False,False,False,14.0,70139.0,7
B컷,2396,2022-03-30,20223722,B Cut,2022.0,장편,한국,"범죄,액션,스릴러",김진영,"김동완,전세현,김병옥,최재환,조서후",청소년관람불가,TCO(주)더콘텐츠온,5.0,11.4,21.3,30.2,14.9,30.2,15.783333333333333,8.827551566921978,3.2600000000000002,28339.5,49590.0,41089.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3.0,1.0,2022.0,2.0,0,fall,True,False,False,False,7.0,71625.42857142857,13
DC 리그 오브 슈퍼-펫,237376,2022-08-10,20224965,DC League of Super-Pets,2022.0,장편,미국,"애니메이션,액션,어드벤처","자레드 스턴,샘 레빈","드웨인 존슨,케빈 하트,키아누 리브스,존 크래신스키",전체관람가,워너브러더스 코리아(주),6.9,19.1,23.6,27.8,17.2,27.8,17.45,7.912711292597501,2.420289855072464,28339.5,1954210.0,1183861.8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,3.0,2022.0,2.0,0,summer_peak,False,False,True,False,55.0,1344704.5272727273,11
DMZ 동물 특공대,21568,2024-02-14,20247038,DMZ Animal Rangers,2023.0,장편,한국,애니메이션,홍인표,"김새해,조경이,황창영,이소은,박준형",전체관람가,(주)박수엔터테인먼트,5.4,7.7,13.2,18.2,10.8,18.2,10.083333333333334,5.051105489560347,1.4444444444444442,28339.5,41213.0,36063.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,2024.0,2.0,0,winter_peak,False,False,False,True,25.0,15190.44,11
EBS 댄스파티! ,10326,,20204665,Everything Everywhere All At Once,2021.0,장편,한국,드라마,오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,2.0,2021.0,2.0,0,fall,True,False,False,False,14.0,70139.0,7
F20,22575,2021-10-06,20210168,F20,2021.0,장편,한국,스릴러,홍은미,"장영남,김정영,이지하,김미화,유서진",15세이상관람가,와이드 릴리즈(주),5.0,11.9,16.6,23.3,14.1,23.3,13.016666666666666,6.619793551665087,2.3200000000000003,28339.5,385409.0,242581.19999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.0,4.0,2021.0,2.0,0,fall,True,False,False,False,22.0,28111.727272727272,4
O.J. 심슨 사건 파일,1014,2020-08-05,20203561,The Murder of Nicole Brown Simpson,2020.0,장편,미국,스릴러,다니엘 패런즈,"미나 수바리,닉 스탈",청소년관람불가,(주)스마일이엔티,5.0,8.0,11.4,12.4,8.3,12.4,8.483333333333334,2.947824056260256,1.28,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,3.0,2020.0,2.0,0,summer_peak,False,False,True,False,11.0,128827.18181818182,13
TAR 타르,6732,2023-02-22,20230007,TAR,2022.0,장편,미국,드라마,토드 필드,"케이트 블란쳇,노에미 멜랑,니나 호스",15세이상관람가,유니버설픽쳐스인터내셔널 코리아(유),5.4,10.6,15.5,18.7,11.6,18.7,11.6,4.888762624632126,1.8703703703703702,28339.5,1104694.0,674152.2000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1.0,2023.0,2.0,0,winter_peak,False,False,False,True,66.0,676705.0454545454,4
n번째 이별 중,20335,2020-04-01,20206446,Time Freak,2018.0,장편,미국,"멜로/로맨스,코미디",오윤동,"에이사 버터필드,소피 터너",12세이상관람가,"(주)팬엔터테인먼트,(주)영화특별시에스엠씨",5.0,7.8,11.1,14.2,10.5,14.2,9.033333333333333,3.5409979760890384,1.22,28339.5,28339.5,28339.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,2.0,2020.0,2.0,0,spring,False,True,False,False,1.0,20335.0,1
가디언즈 오브 갤럭시: Volume 3,4204834,2023-05-03,20231496,Guardians of the Galaxy Volume 3,2023.0,장편,미국,액션,제임스 건,"크리스 프랫,조 샐다나,데이브 바티스타,카렌 길런,폼 클레멘티에프",12세이상관람가,월트디즈니컴퍼니코리아 유한책임회사,29.6,50.0,77.7,78.1,56.2,78.1,55.24999999999999,19.73897160441749,1.625,414471.0,1878844.0,1293094.7999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,2.0,2023.0,2.0,0,spring,False,True,False,False,54.0,2347766.537037037,1
가문의 영광: 리턴즈,162547,2023-09-21,20233235,Marrying the Mafia,2023.0,장편,한국,코미디,"정용기,정태원","윤현민,유라,김수미,탁재훈,정준하",15세이상관람가,(주)넥스트엔터테인먼트월드(NEW),13.9,23.9,35.7,40.8,30.1,40.8,26.683333333333334,10.807852083863224,1.5683453237410074,240387.0,28339.5,113158.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0,3.0,2023.0,3.0,0,fall,True,False,False,False,48.0,729959.3541666666,4
가여운 것들,148224,2024-03-06,20236732,Poor Things,2023.0,장편,미국,"드라마,코미디,멜로/로맨스",요르고스 란티모스,"엠마 스톤,마크 러팔로,윌렘 데포",청소년관람불가,월트디즈니컴퍼니코리아 유한책임회사,12.9,28.2,39.7,46.5,36.5,46.5,30.833333333333332,12.470070836473491,2.0775193798449614,28339.5,1991962.0,1206513.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,1.0,2024.0,2.0,0,fall,True,False,False,False,54.0,2347766.537037037,13
가을의 마티네,3629,2020-12-31,20202666,At the end of the Matinee,2019.0,장편,일본,멜로/로맨스,니시타니 히로시,"후쿠야마 마사하루,이시다 유리코",12세이상관람가,찬란,5.9,14.3,17.4,24.7,13.1,24.7,14.199999999999998,6.480123455614098,1.949152542372881,28339.5,28339.5,28339.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,4.0,2020.0,3.0,0,winter_peak,False,False,False,True,12.0,5268.083333333333,1
가재가 노래하는 곳,10639,2022-11-02,20227751,Where the Crawdads Sing,2021.0,장편,미국,드라마,올리비아 뉴먼,"데이지 에드가 존스,테일러 존 스미스,해리스 디킨슨,데이빗 스트라탄,가렛 딜라헌트",15세이상관람가,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,5.0,10.9,17.5,20.0,10.8,20.0,11.6,6.1400325732035,2.5,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0,4.0,2022.0,2.0,0,fall,True,False,False,False,29.0,539643.9310344828,4
가필드 더 무비,330676,2024-05-15,20249305,The Garfield Movie,2023.0,장편,미국,애니메이션,마크 딘달,"크리스 프랫,사무엘 L. 잭슨,니콜라스 홀트",전체관람가,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,10.5,16.5,27.9,31.3,17.1,31.3,18.483333333333334,9.391148314592133,1.657142857142857,28339.5,2460341.5,1487540.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,2024.0,2.0,0,spring,False,True,False,False,29.0,539643.9310344828,11
간이역,2554,2021-02-18,20208616,Everything Everywhere All At Once,2020.0,장편,한국,드라마,김정민,"김재경,김동준,윤유선,허정민,진예솔",12세이상관람가,(주)드림팩트엔터테인먼트,7.6,17.6,26.5,35.2,22.1,35.2,19.900000000000002,10.289023277260092,2.486842105263158,28339.5,28339.5,28339.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1.0,2021.0,3.0,0,winter_peak,False,False,False,True,2.0,12650.5,1
갈릴리 예수,6582,2020-11-26,20209771,Before the Wrath,2020.0,장편,미국,"다큐멘터리,드라마",오윤동,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",전체관람가,"길갈,(재)CBS,주식회사 블루필름웍스",5.0,9.1,10.0,15.6,7.2,15.6,8.683333333333334,3.9407698063534067,1.0,28339.5,28339.5,28339.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0,4.0,2020.0,3.0,0,fall,True,False,False,False,1.0,6582.0,11
감동주의보,762,2022-06-22,20211872,Move to Mind,2021.0,장편,한국,"멜로/로맨스,코미디",김우석,"홍수아,최웅,기주봉,남포동,이희구",전체관람가,(주)스튜디오 보난자,7.1,14.1,23.4,29.1,16.6,29.1,16.866666666666664,8.136993711848787,2.2957746478873235,28339.5,28339.5,28339.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0,2.0,2022.0,2.0,0,spring,False,True,False,False,3.0,3349.0,11
강릉,304200,2021-11-10,20203286,Tomb of the River,2021.0,장편,한국,"범죄,액션",윤영빈,"유오성,장혁,박성근,오대환,김준배",청소년관람불가,"(주)스튜디오 산타클로스엔터테인먼트,(주)아센디오,(주)제이앤씨미디어그룹",10.4,17.9,25.6,32.4,25.4,32.4,20.883333333333336,8.332206590493701,1.4615384615384617,28339.5,5319.0,14527.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.0,4.0,2021.0,2.0,0,fall,True,False,False,False,1.0,304200.0,13
